userId,moviename1,moviename2,moviename3,moviename4,moviename5,moviename6,moviename7,moviename8,moviename9,moviename10,moviename11,moviename12,moviename13,moviename14,moviename15,moviename16,moviename17,moviename18,moviename19,moviename20
546,Forrest Gump (1994),Pulp Fiction (1994),"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)","Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Braveheart (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Seven (a.k.a. Se7en) (1995),Fight Club (1999),"Usual Suspects, The (1995)","Fugitive, The (1993)",Saving Private Ryan (1998),"Godfather, The (1972)",Schindler's List (1993),Apollo 13 (1995),Toy Story (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
547,Pulp Fiction (1994),"Matrix, The (1999)","Godfather, The (1972)",Star Wars: Episode IV - A New Hope (1977),"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),Forrest Gump (1994),Fargo (1996),Fight Club (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),"Sixth Sense, The (1999)",Monty Python and the Holy Grail (1975),Reservoir Dogs (1992),Saving Private Ryan (1998),Goodfellas (1990),Back to the Future (1985),Alien (1979)
548,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Fight Club (1999),Star Wars: Episode VI - Return of the Jedi (1983),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Braveheart (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Return of the King, The (2003)",Terminator 2: Judgment Day (1991),Saving Private Ryan (1998),"Lord of the Rings: The Two Towers, The (2002)",Schindler's List (1993),"Godfather, The (1972)",Jurassic Park (1993),"Usual Suspects, The (1995)",American Beauty (1999),Seven (a.k.a. Se7en) (1995),"Sixth Sense, The (1999)",Toy Story (1995)
549,Forrest Gump (1994),Pulp Fiction (1994),"Silence of the Lambs, The (1991)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Godfather, The (1972)","Usual Suspects, The (1995)",American Beauty (1999),Seven (a.k.a. Se7en) (1995),Jurassic Park (1993),Gladiator (2000),"Sixth Sense, The (1999)",Toy Story (1995),Fargo (1996),Back to the Future (1985),American History X (1998),Shrek (2001),Apollo 13 (1995),"Fugitive, The (1993)","Godfather: Part II, The (1974)"
550,Fight Club (1999),Pulp Fiction (1994),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Star Wars: Episode IV - A New Hope (1977),"Silence of the Lambs, The (1991)","Lord of the Rings: The Two Towers, The (2002)",Schindler's List (1993),Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),"Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),Gladiator (2000),"Godfather, The (1972)",Terminator 2: Judgment Day (1991),Memento (2000),Seven (a.k.a. Se7en) (1995),Shrek (2001)
551,Star Wars: Episode V - The Empire Strikes Back (1980),Schindler's List (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)","Dark Knight, The (2008)","Godfather, The (1972)",Jurassic Park (1993),American Beauty (1999),Gladiator (2000),Toy Story (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Apollo 13 (1995),Fargo (1996),"Fugitive, The (1993)","Lion King, The (1994)",Independence Day (a.k.a. ID4) (1996),American History X (1998),"Incredibles, The (2004)",Eternal Sunshine of the Spotless Mind (2004),"Monsters, Inc. (2001)"
552,"Shawshank Redemption, The (1994)",Star Wars: Episode IV - A New Hope (1977),"Silence of the Lambs, The (1991)",Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),American Beauty (1999),Jurassic Park (1993),Braveheart (1995),Terminator 2: Judgment Day (1991),"Usual Suspects, The (1995)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Saving Private Ryan (1998),"Godfather, The (1972)",Toy Story (1995),Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Two Towers, The (2002)",Fargo (1996),Back to the Future (1985),Gladiator (2000),Shrek (2001)
553,"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Seven (a.k.a. Se7en) (1995),Schindler's List (1993),Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Saving Private Ryan (1998),Terminator 2: Judgment Day (1991),Memento (2000),"Lord of the Rings: The Return of the King, The (2003)",Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Two Towers, The (2002)",Jurassic Park (1993),American History X (1998),"Sixth Sense, The (1999)",Gladiator (2000)
554,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)",Braveheart (1995),Jurassic Park (1993),Terminator 2: Judgment Day (1991),Toy Story (1995),"Sixth Sense, The (1999)",Seven (a.k.a. Se7en) (1995),Back to the Future (1985),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Princess Bride, The (1987)",Apollo 13 (1995),"Lord of the Rings: The Two Towers, The (2002)","Lord of the Rings: The Return of the King, The (2003)","Fugitive, The (1993)"
555,Schindler's List (1993),Seven (a.k.a. Se7en) (1995),"Godfather, The (1972)",Aladdin (1992),Indiana Jones and the Last Crusade (1989),Dances with Wolves (1990),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lion King, The (1994)",Speed (1994),Monty Python and the Holy Grail (1975),Gladiator (2000),Mission: Impossible (1996),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)","Godfather: Part II, The (1974)",Memento (2000),Shrek (2001),Ghostbusters (a.k.a. Ghost Busters) (1984),Good Will Hunting (1997),Beauty and the Beast (1991)
556,"Matrix, The (1999)",Forrest Gump (1994),"Shawshank Redemption, The (1994)",Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),"Dark Knight, The (2008)",Pulp Fiction (1994),Shrek (2001),Star Wars: Episode V - The Empire Strikes Back (1980),Inception (2010),"Silence of the Lambs, The (1991)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Finding Nemo (2003),"Incredibles, The (2004)",Gladiator (2000),Star Wars: Episode VI - Return of the Jedi (1983),"Monsters, Inc. (2001)",Memento (2000),Up (2009),Schindler's List (1993)
557,Forrest Gump (1994),Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Braveheart (1995),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Fight Club (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Seven (a.k.a. Se7en) (1995),"Usual Suspects, The (1995)",Toy Story (1995),"Lord of the Rings: The Return of the King, The (2003)","Fugitive, The (1993)","Godfather, The (1972)","Lord of the Rings: The Two Towers, The (2002)",American Beauty (1999),Independence Day (a.k.a. ID4) (1996),Back to the Future (1985),Aladdin (1992),"Sixth Sense, The (1999)"
558,Forrest Gump (1994),"Shawshank Redemption, The (1994)","Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Schindler's List (1993),Braveheart (1995),Jurassic Park (1993),Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Star Wars: Episode VI - Return of the Jedi (1983),American Beauty (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Toy Story (1995),"Godfather, The (1972)","Sixth Sense, The (1999)"
559,"Silence of the Lambs, The (1991)",Dances with Wolves (1990),Seven (a.k.a. Se7en) (1995),Schindler's List (1993),"Usual Suspects, The (1995)","Matrix, The (1999)",Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),Dumb & Dumber (Dumb and Dumber) (1994),Back to the Future (1985),Waterworld (1995),"Godfather, The (1972)",Fight Club (1999),American Beauty (1999),L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),"Sixth Sense, The (1999)",Indiana Jones and the Last Crusade (1989),Get Shorty (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)"
560,"Shawshank Redemption, The (1994)","Godfather, The (1972)",Schindler's List (1993),Jurassic Park (1993),Back to the Future (1985),Finding Nemo (2003),"Lion King, The (1994)","Incredibles, The (2004)","Monsters, Inc. (2001)",Groundhog Day (1993),Die Hard (1988),Aladdin (1992),"Princess Bride, The (1987)","Fugitive, The (1993)",Goodfellas (1990),"Godfather: Part II, The (1974)","Terminator, The (1984)","Clockwork Orange, A (1971)",Blade Runner (1982),Aliens (1986)
561,"Godfather, The (1972)",Shrek (2001),Memento (2000),Apollo 13 (1995),Aladdin (1992),Monty Python and the Holy Grail (1975),"Godfather: Part II, The (1974)",Blade Runner (1982),One Flew Over the Cuckoo's Nest (1975),"Fifth Element, The (1997)",Dances with Wolves (1990),"Green Mile, The (1999)","Beautiful Mind, A (2001)","Amelie (Fabuleux destin d'Am¨¦lie Poulain, Le) (2001)",Beauty and the Beast (1991),Apocalypse Now (1979),Mrs. Doubtfire (1993),Trainspotting (1996),Die Hard: With a Vengeance (1995),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
562,Star Wars: Episode IV - A New Hope (1977),Jurassic Park (1993),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Seven (a.k.a. Se7en) (1995),Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Godfather, The (1972)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Back to the Future (1985),Fargo (1996),Memento (2000),"Fugitive, The (1993)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Indiana Jones and the Last Crusade (1989),American History X (1998),Independence Day (a.k.a. ID4) (1996),Reservoir Dogs (1992),Monty Python and the Holy Grail (1975),Men in Black (a.k.a. MIB) (1997)
563,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Toy Story (1995),Star Wars: Episode IV - A New Hope (1977),"Lion King, The (1994)",Shrek (2001),Fight Club (1999),Jurassic Park (1993),Schindler's List (1993),Finding Nemo (2003),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),American Beauty (1999),"Dark Knight, The (2008)",Apollo 13 (1995)
564,Pulp Fiction (1994),"Matrix, The (1999)",Fight Club (1999),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),"Dark Knight, The (2008)",Shrek (2001),American Beauty (1999),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",Finding Nemo (2003),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Toy Story (1995),Jurassic Park (1993),"Lord of the Rings: The Two Towers, The (2002)",Star Wars: Episode VI - Return of the Jedi (1983),Inception (2010),Good Will Hunting (1997),Seven (a.k.a. Se7en) (1995)
565,"Silence of the Lambs, The (1991)",Braveheart (1995),Jurassic Park (1993),Terminator 2: Judgment Day (1991),"Lion King, The (1994)","Matrix, The (1999)",Toy Story (1995),Star Wars: Episode IV - A New Hope (1977),Beauty and the Beast (1991),Clear and Present Danger (1994),Crimson Tide (1995),Independence Day (a.k.a. ID4) (1996),Stargate (1994),Mrs. Doubtfire (1993),"Firm, The (1993)",Fight Club (1999),Star Wars: Episode V - The Empire Strikes Back (1980),GoldenEye (1995),Fargo (1996),Outbreak (1995)
566,"Silence of the Lambs, The (1991)",Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Toy Story (1995),Beauty and the Beast (1991),Star Wars: Episode IV - A New Hope (1977),Ace Ventura: Pet Detective (1994),"Matrix, The (1999)",Batman Forever (1995),Babe (1995),While You Were Sleeping (1995),Fargo (1996),"Net, The (1995)",Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fight Club (1999),"Godfather, The (1972)",American Beauty (1999)
567,"Matrix, The (1999)","Shawshank Redemption, The (1994)",Fight Club (1999),Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Shrek (2001),Schindler's List (1993),Saving Private Ryan (1998),Gladiator (2000),"Godfather, The (1972)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),American Beauty (1999),"Sixth Sense, The (1999)",Terminator 2: Judgment Day (1991),Back to the Future (1985),Seven (a.k.a. Se7en) (1995),"Monsters, Inc. (2001)",Kill Bill: Vol. 1 (2003),Braveheart (1995),Indiana Jones and the Last Crusade (1989)
568,"Shawshank Redemption, The (1994)",Braveheart (1995),Schindler's List (1993),"Matrix, The (1999)",Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Apollo 13 (1995),"Fugitive, The (1993)",Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),Dances with Wolves (1990),Star Wars: Episode V - The Empire Strikes Back (1980),American Beauty (1999),"Godfather, The (1972)",Batman (1989),Fargo (1996),True Lies (1994),Toy Story (1995),Aladdin (1992),Speed (1994)
569,"Shawshank Redemption, The (1994)",Braveheart (1995),"Silence of the Lambs, The (1991)",Apollo 13 (1995),"Fugitive, The (1993)",Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),"Lion King, The (1994)",Schindler's List (1993),Crimson Tide (1995),Toy Story (1995),Outbreak (1995),"Mask, The (1994)","Firm, The (1993)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Independence Day (a.k.a. ID4) (1996),Babe (1995),Mrs. Doubtfire (1993),"Matrix, The (1999)",Interview with the Vampire: The Vampire Chronicles (1994)
570,Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Jurassic Park (1993),"Usual Suspects, The (1995)","Lord of the Rings: The Two Towers, The (2002)",Aladdin (1992),Batman (1989),Dances with Wolves (1990),Monty Python and the Holy Grail (1975),Reservoir Dogs (1992),"Dark Knight, The (2008)",Finding Nemo (2003),American History X (1998),"Godfather: Part II, The (1974)",Goodfellas (1990),Beauty and the Beast (1991),Blade Runner (1982),Mrs. Doubtfire (1993),Kill Bill: Vol. 1 (2003),Ace Ventura: Pet Detective (1994)
571,Star Wars: Episode IV - A New Hope (1977),Pulp Fiction (1994),"Silence of the Lambs, The (1991)","Matrix, The (1999)",Terminator 2: Judgment Day (1991),Forrest Gump (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),"Shawshank Redemption, The (1994)",American Beauty (1999),"Godfather, The (1972)","Sixth Sense, The (1999)",Fargo (1996),Braveheart (1995),Aliens (1986),Saving Private Ryan (1998),"Princess Bride, The (1987)",Fight Club (1999),"Terminator, The (1984)"
572,Pulp Fiction (1994),"Matrix, The (1999)",Braveheart (1995),Terminator 2: Judgment Day (1991),"Usual Suspects, The (1995)",American Beauty (1999),Fight Club (1999),Seven (a.k.a. Se7en) (1995),Back to the Future (1985),"Sixth Sense, The (1999)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Princess Bride, The (1987)",Independence Day (a.k.a. ID4) (1996),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Batman (1989),Aladdin (1992),Goodfellas (1990),"Lord of the Rings: The Return of the King, The (2003)",True Lies (1994),Speed (1994)
573,Schindler's List (1993),Fargo (1996),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Good Will Hunting (1997),Groundhog Day (1993),Eternal Sunshine of the Spotless Mind (2004),"Truman Show, The (1998)",Ocean's Eleven (2001),Dances with Wolves (1990),"Bourne Identity, The (2002)","Beautiful Mind, A (2001)",Kill Bill: Vol. 2 (2004),"Green Mile, The (1999)",Blade Runner (1982),Ghostbusters (a.k.a. Ghost Busters) (1984),"Amelie (Fabuleux destin d'Am¨¦lie Poulain, Le) (2001)","Clockwork Orange, A (1971)",V for Vendetta (2006),"Big Lebowski, The (1998)",Ace Ventura: Pet Detective (1994)
574,Forrest Gump (1994),"Fugitive, The (1993)",Jurassic Park (1993),Dances with Wolves (1990),Terminator 2: Judgment Day (1991),Die Hard: With a Vengeance (1995),Schindler's List (1993),"Lion King, The (1994)","Usual Suspects, The (1995)",Speed (1994),Clear and Present Danger (1994),Toy Story (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Matrix, The (1999)","Firm, The (1993)","Mask, The (1994)",Star Wars: Episode IV - A New Hope (1977),GoldenEye (1995),Interview with the Vampire: The Vampire Chronicles (1994),Independence Day (a.k.a. ID4) (1996)
575,"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Silence of the Lambs, The (1991)",Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),American Beauty (1999),Star Wars: Episode V - The Empire Strikes Back (1980),"Usual Suspects, The (1995)",Braveheart (1995),Schindler's List (1993),Saving Private Ryan (1998),Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),"Godfather, The (1972)","Sixth Sense, The (1999)",Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Jurassic Park (1993),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Fargo (1996)
